                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                        q                                    grada                                  opacity                               luminosity                                    gradr 
                                      43                  4.7503999679906514E+001                  1.7624947717267518E+000                  4.4433477235618524E+000                 -9.9111528332427010E+000                  3.2859317303146844E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999326175737E-001                  2.5051347614117175E-001                  7.4046377382781625E-001                  6.8393217381299287E+005                  2.6349076705351282E-001 
                                      44                  4.7503999659903641E+001                  1.7623231860878712E+000                  4.4477867181414155E+000                 -9.9024206095956213E+000                  3.3026866552001075E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999284067964E-001                  2.5032204334657210E-001                  7.4619513863493692E-001                  6.8393217381301185E+005                  2.6496725737555249E-001 
                                      45                  4.7503999639900762E+001                  1.7621548184405555E+000                  4.4520893184904580E+000                 -9.8943918828748743E+000                  3.3188436974210354E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999241960191E-001                  2.5011312604682023E-001                  7.5164790765567968E-001                  6.8393217381303164E+005                  2.6632729789405324E-001 
                                      46                  4.7503999619897890E+001                  1.7619893440918417E+000                  4.4562629239595637E+000                 -9.8869986491414092E+000                  3.3344444854744970E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999199852418E-001                  2.4988776665682555E-001                  7.5682028624941922E-001                  6.8393217381305248E+005                  2.6755200588779365E-001 
                                      47                  4.7503999599895018E+001                  1.7618264782690385E+000                  4.4603143406070407E+000                 -9.8801812431992317E+000                  3.3495264580494539E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999157744646E-001                  2.4964789926151071E-001                  7.6173039063912407E-001                  6.8393217381307448E+005                  2.6865149120558590E-001 
                                      48                  4.7503999579892138E+001                  1.7616659699251831E+000                  4.4642498950442304E+000                 -9.8738880394336448E+000                  3.3641234073643749E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999115636873E-001                  2.4939604932039416E-001                  7.6639617722328579E-001                  6.8393217381309741E+005                  2.6963839524480004E-001 
                                      49                  4.7503999559889266E+001                  1.7615075963453986E+000                  4.4680754770486706E+000                 -9.8680744718352766E+000                  3.3782659373257409E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999073529100E-001                  2.4913358933477775E-001                  7.7083391672865564E-001                  6.8393217381312151E+005                  2.7052410963115137E-001 
                                      50                  4.7503999539886379E+001                  1.7613511586594417E+000                  4.4717965734504812E+000                 -9.8627012919975243E+000                  3.3919818520379978E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999031421327E-001                  2.4886088577001375E-001                  7.7505802383960698E-001                  6.8393217381314677E+005                  2.7131861064130830E-001 
                                      51                  4.7503999519883507E+001                  1.7611964784039496E+000                  4.4772172458493689E+000                 -9.8558164935045358E+000                  3.4118037931392875E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999998989313554E-001                  2.4842902461003696E-001                  7.8080719210237892E-001                  6.8393217381317308E+005                  2.7199779977543076E-001 
                                      52                  4.7503999479877756E+001                  1.7608914997054768E+000                  4.4823819269928373E+000                 -9.8488846570365514E+000                  3.4308125525902167E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999998905098009E-001                  2.4796942845966063E-001                  7.8646886435016639E-001                  6.8393217381322954E+005                  2.7318078804047874E-001 
